"Theme 1 - 2 : Persons by sex, age and marital status, 2006";;;;;;;;;;;;;
"Geographic Area";"Age Group";"Males - Total";"Males - Single";"Males - Married";"Males - Separated";"Males - Divorced";"Males - Widowed";"Females - Total";"Females - Single";"Females - Married";"Females - Separated";"Females - Divorced";"Females - Widowed"
"Cork Suburbs 18/299";"50 - 54 years";30;3;26;1;0;0;33;5;22;3;3;0
"Cork Suburbs 18/299";"55 - 59 years";19;0;16;2;0;1;24;1;23;0;0;0
"Cork Suburbs 18/299";"60 - 64 years";22;0;21;1;0;0;28;2;20;2;0;4
"Cork Suburbs 18/299";"65 - 69 years";23;0;22;0;0;1;15;1;11;1;0;2
"Cork Suburbs 18/299";"70 - 74 years";11;0;8;0;0;3;16;1;8;0;0;7
"Cork Suburbs 18/299";"75 - 79 years";3;1;1;0;0;1;4;1;1;0;0;2
"Cork Suburbs 18/299";"80 - 84 years";6;2;3;0;0;1;6;0;3;0;0;3
"Cork Suburbs 18/299";"85 years and over";3;0;1;0;0;2;16;1;1;1;0;13
"Cork Suburbs 18/300";"0 - 4 years";61;61;0;0;0;0;67;67;0;0;0;0
"Cork Suburbs 18/300";"5 - 9 years";61;61;0;0;0;0;48;48;0;0;0;0
"Cork Suburbs 18/300";"10 - 14 years";38;38;0;0;0;0;44;44;0;0;0;0
"Cork Suburbs 18/300";"15 - 19 years";30;30;0;0;0;0;35;35;0;0;0;0
"Cork Suburbs 18/300";"20 - 24 years";29;29;0;0;0;0;27;26;1;0;0;0
"Cork Suburbs 18/300";"25 - 29 years";41;40;1;0;0;0;51;39;11;0;1;0
"Cork Suburbs 18/300";"30 - 34 years";75;30;42;3;0;0;85;31;52;2;0;0
"Cork Suburbs 18/300";"35 - 39 years";76;15;57;3;1;0;71;6;64;1;0;0
"Cork Suburbs 18/300";"40 - 44 years";57;4;50;2;1;0;42;4;37;1;0;0
"Cork Suburbs 18/300";"45 - 49 years";37;0;33;1;2;1;33;3;28;2;0;0
"Cork Suburbs 18/300";"50 - 54 years";15;0;14;1;0;0;17;5;12;0;0;0
"Cork Suburbs 18/300";"55 - 59 years";8;1;6;1;0;0;7;2;4;1;0;0
"Cork Suburbs 18/300";"60 - 64 years";2;0;2;0;0;0;3;0;3;0;0;0
"Cork Suburbs 18/300";"65 - 69 years";3;1;2;0;0;0;3;0;1;0;0;2
"Cork Suburbs 18/300";"70 - 74 years";2;0;1;1;0;0;3;0;1;0;0;2
"Cork Suburbs 18/300";"75 - 79 years";0;0;0;0;0;0;2;0;0;0;0;2
"Cork Suburbs 18/300";"80 - 84 years";0;0;0;0;0;0;1;0;0;0;0;1
"Cork Suburbs 18/300";"85 years and over";0;0;0;0;0;0;1;0;0;0;0;1
"Cork Suburbs 18/301";"0 - 4 years";52;52;0;0;0;0;59;59;0;0;0;0
"Cork Suburbs 18/301";"5 - 9 years";48;48;0;0;0;0;39;39;0;0;0;0
"Cork Suburbs 18/301";"10 - 14 years";35;35;0;0;0;0;32;32;0;0;0;0
"Cork Suburbs 18/301";"15 - 19 years";26;26;0;0;0;0;20;20;0;0;0;0
"Cork Suburbs 18/301";"20 - 24 years";38;35;3;0;0;0;36;32;4;0;0;0
"Cork Suburbs 18/301";"25 - 29 years";44;37;7;0;0;0;61;47;14;0;0;0
"Cork Suburbs 18/301";"30 - 34 years";52;24;24;1;3;0;77;39;37;0;1;0
"Cork Suburbs 18/301";"35 - 39 years";66;16;49;0;1;0;61;12;48;0;1;0
"Cork Suburbs 18/301";"40 - 44 years";53;7;45;0;1;0;49;6;40;2;0;1
"Cork Suburbs 18/301";"45 - 49 years";21;1;17;0;3;0;17;0;13;3;1;0
"Cork Suburbs 18/301";"50 - 54 years";16;0;11;4;1;0;12;2;10;0;0;0
"Cork Suburbs 18/301";"55 - 59 years";9;0;9;0;0;0;7;1;6;0;0;0
"Cork Suburbs 18/301";"60 - 64 years";2;0;2;0;0;0;3;0;1;1;1;0
"Cork Suburbs 18/301";"65 - 69 years";3;0;3;0;0;0;5;0;4;0;0;1
"Cork Suburbs 18/301";"70 - 74 years";4;0;2;0;0;2;2;0;1;0;0;1
"Cork Suburbs 18/301";"75 - 79 years";0;0;0;0;0;0;2;0;0;0;0;2
"Cork Suburbs 18/301";"80 - 84 years";1;0;0;0;0;1;0;0;0;0;0;0
"Cork Suburbs 18/301";"85 years and over";1;0;0;1;0;0;0;0;0;0;0;0
"Cork Suburbs 18/303";"0 - 4 years";77;77;0;0;0;0;70;70;0;0;0;0
"Cork Suburbs 18/303";"5 - 9 years";57;57;0;0;0;0;51;51;0;0;0;0
"Cork Suburbs 18/303";"10 - 14 years";33;33;0;0;0;0;41;41;0;0;0;0
"Cork Suburbs 18/303";"15 - 19 years";35;35;0;0;0;0;40;40;0;0;0;0
"Cork Suburbs 18/303";"20 - 24 years";20;20;0;0;0;0;34;33;1;0;0;0
"Cork Suburbs 18/303";"25 - 29 years";67;52;15;0;0;0;82;55;26;0;1;0
"Cork Suburbs 18/303";"30 - 34 years";109;40;67;1;1;0;103;30;70;2;1;0
"Cork Suburbs 18/303";"35 - 39 years";83;10;66;5;2;0;77;15;60;2;0;0
"Cork Suburbs 18/303";"40 - 44 years";40;3;37;0;0;0;49;4;38;3;4;0
"Cork Suburbs 18/303";"45 - 49 years";28;1;23;1;2;1;18;0;16;0;1;1
"Cork Suburbs 18/303";"50 - 54 years";24;0;22;0;2;0;21;0;18;1;2;0
"Cork Suburbs 18/303";"55 - 59 years";9;0;9;0;0;0;15;1;9;1;2;2
"Cork Suburbs 18/303";"60 - 64 years";10;1;9;0;0;0;8;0;8;0;0;0
"Cork Suburbs 18/303";"65 - 69 years";8;0;7;0;1;0;9;1;6;0;0;2
"Cork Suburbs 18/303";"70 - 74 years";6;1;4;0;0;1;7;1;3;0;0;3
"Cork Suburbs 18/303";"75 - 79 years";5;2;3;0;0;0;5;0;1;0;0;4
"Cork Suburbs 18/303";"80 - 84 years";2;1;0;0;0;1;9;2;4;0;0;3
"Cork Suburbs 18/303";"85 years and over";4;1;3;0;0;0;8;0;0;0;0;8
"Cork Suburbs 18/304";"0 - 4 years";55;55;0;0;0;0;50;50;0;0;0;0
"Cork Suburbs 18/304";"5 - 9 years";41;41;0;0;0;0;47;47;0;0;0;0
"Cork Suburbs 18/304";"10 - 14 years";47;47;0;0;0;0;48;48;0;0;0;0
"Cork Suburbs 18/304";"15 - 19 years";47;47;0;0;0;0;53;53;0;0;0;0
"Cork Suburbs 18/304";"20 - 24 years";45;44;1;0;0;0;50;45;5;0;0;0
"Cork Suburbs 18/304";"25 - 29 years";39;28;10;1;0;0;51;34;17;0;0;0
"Cork Suburbs 18/304";"30 - 34 years";41;18;21;2;0;0;40;19;18;2;1;0
"Cork Suburbs 18/304";"35 - 39 years";64;14;48;1;1;0;57;11;41;4;0;1
"Cork Suburbs 18/304";"40 - 44 years";54;14;37;3;0;0;58;8;44;3;3;0
"Cork Suburbs 18/304";"45 - 49 years";46;6;37;0;3;0;71;6;49;8;4;4
"Cork Suburbs 18/304";"50 - 54 years";43;5;32;2;2;2;30;3;19;3;3;2
"Cork Suburbs 18/304";"55 - 59 years";17;2;12;0;0;3;19;1;16;1;1;0
"Cork Suburbs 18/304";"60 - 64 years";19;0;15;3;0;1;14;2;8;2;1;1
"Cork Suburbs 18/304";"65 - 69 years";6;1;4;1;0;0;8;0;5;0;0;3
"Cork Suburbs 18/304";"70 - 74 years";6;1;5;0;0;0;7;0;4;0;0;3
"Cork Suburbs 18/304";"75 - 79 years";4;0;3;0;0;1;9;0;2;0;0;7
"Cork Suburbs 18/304";"80 - 84 years";3;0;2;0;0;1;6;0;1;0;0;5
"Cork Suburbs 18/304";"85 years and over";0;0;0;0;0;0;1;0;0;0;0;1
"Cork Suburbs 18/306";"0 - 4 years";44;44;0;0;0;0;48;48;0;0;0;0
"Cork Suburbs 18/306";"5 - 9 years";55;55;0;0;0;0;51;51;0;0;0;0
"Cork Suburbs 18/306";"10 - 14 years";46;46;0;0;0;0;31;31;0;0;0;0
"Cork Suburbs 18/306";"15 - 19 years";27;27;0;0;0;0;41;41;0;0;0;0
"Cork Suburbs 18/306";"20 - 24 years";48;45;3;0;0;0;51;48;3;0;0;0
"Cork Suburbs 18/306";"25 - 29 years";65;58;7;0;0;0;61;53;7;1;0;0
"Cork Suburbs 18/306";"30 - 34 years";62;42;18;1;1;0;78;40;35;1;2;0
"Cork Suburbs 18/306";"35 - 39 years";53;22;30;1;0;0;43;13;29;1;0;0
"Cork Suburbs 18/306";"40 - 44 years";42;6;33;2;1;0;44;6;34;2;1;1
"Cork Suburbs 18/306";"45 - 49 years";27;3;22;1;1;0;33;6;24;1;2;0
"Cork Suburbs 18/306";"50 - 54 years";36;7;26;1;2;0;28;3;20;2;1;2
"Cork Suburbs 18/306";"55 - 59 years";26;5;13;5;2;1;22;5;13;1;2;1
"Cork Suburbs 18/306";"60 - 64 years";17;1;14;1;0;1;18;0;13;1;0;4
"Cork Suburbs 18/306";"65 - 69 years";6;1;5;0;0;0;6;0;3;0;0;3
"Cork Suburbs 18/306";"70 - 74 years";7;1;6;0;0;0;13;2;8;0;0;3
"Cork Suburbs 18/306";"75 - 79 years";8;5;3;0;0;0;7;1;2;0;0;4
"Cork Suburbs 18/306";"80 - 84 years";3;0;3;0;0;0;10;1;2;0;0;7
"Cork Suburbs 18/306";"85 years and over";0;0;0;0;0;0;3;1;0;0;0;2
"Cork Suburbs 18/308";"0 - 4 years";75;75;0;0;0;0;60;60;0;0;0;0
"Cork Suburbs 18/308";"5 - 9 years";74;74;0;0;0;0;63;63;0;0;0;0
"Cork Suburbs 18/308";"10 - 14 years";70;70;0;0;0;0;56;56;0;0;0;0
"Cork Suburbs 18/308";"15 - 19 years";55;55;0;0;0;0;57;57;0;0;0;0
"Cork Suburbs 18/308";"20 - 24 years";47;47;0;0;0;0;47;47;0;0;0;0
"Cork Suburbs 18/308";"25 - 29 years";53;44;9;0;0;0;45;29;15;1;0;0
"Cork Suburbs 18/308";"30 - 34 years";66;19;47;0;0;0;76;19;53;2;1;1
"Cork Suburbs 18/308";"35 - 39 years";63;12;47;2;2;0;63;7;48;4;3;1
"Cork Suburbs 18/308";"40 - 44 years";59;2;53;1;3;0;63;4;48;6;4;1
"Cork Suburbs 18/308";"45 - 49 years";55;4;45;2;2;2;46;2;40;0;3;1
"Cork Suburbs 18/308";"50 - 54 years";24;5;17;2;0;0;23;1;17;0;2;3
"Cork Suburbs 18/308";"55 - 59 years";16;2;12;2;0;0;13;0;12;0;1;0
"Cork Suburbs 18/308";"60 - 64 years";12;1;10;1;0;0;10;1;7;0;0;2
"Cork Suburbs 18/308";"65 - 69 years";5;0;2;0;1;2;10;1;4;1;1;3
"Cork Suburbs 18/308";"70 - 74 years";8;0;6;0;0;2;4;1;3;0;0;0
"Cork Suburbs 18/308";"75 - 79 years";1;0;1;0;0;0;1;0;0;0;0;1
"Cork Suburbs 18/308";"80 - 84 years";2;0;1;0;0;1;2;0;1;0;0;1
"Cork Suburbs 18/308";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/316";"0 - 4 years";65;65;0;0;0;0;62;62;0;0;0;0
"Cork Suburbs 18/316";"5 - 9 years";51;51;0;0;0;0;61;61;0;0;0;0
"Cork Suburbs 18/316";"10 - 14 years";42;42;0;0;0;0;45;45;0;0;0;0
"Cork Suburbs 18/316";"15 - 19 years";35;35;0;0;0;0;24;24;0;0;0;0
"Cork Suburbs 18/316";"20 - 24 years";26;25;1;0;0;0;16;16;0;0;0;0
"Cork Suburbs 18/316";"25 - 29 years";34;24;10;0;0;0;46;30;16;0;0;0
"Cork Suburbs 18/316";"30 - 34 years";50;11;39;0;0;0;51;9;42;0;0;0
"Cork Suburbs 18/316";"35 - 39 years";52;7;43;1;1;0;71;11;54;4;1;1
"Cork Suburbs 18/316";"40 - 44 years";61;3;56;1;1;0;47;2;40;3;2;0
"Cork Suburbs 18/316";"45 - 49 years";28;0;25;1;1;1;30;2;24;2;1;1
"Cork Suburbs 18/316";"50 - 54 years";18;1;16;1;0;0;13;3;10;0;0;0
"Cork Suburbs 18/316";"55 - 59 years";5;0;5;0;0;0;7;1;4;1;0;1
"Cork Suburbs 18/316";"60 - 64 years";2;0;2;0;0;0;5;1;3;0;0;1
"Cork Suburbs 18/316";"65 - 69 years";4;0;4;0;0;0;4;0;4;0;0;0
"Cork Suburbs 18/316";"70 - 74 years";3;0;2;0;0;1;1;0;1;0;0;0
"Cork Suburbs 18/316";"75 - 79 years";0;0;0;0;0;0;1;0;0;0;0;1
"Cork Suburbs 18/316";"80 - 84 years";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/316";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/317";"0 - 4 years";22;22;0;0;0;0;19;19;0;0;0;0
"Cork Suburbs 18/317";"5 - 9 years";9;9;0;0;0;0;8;8;0;0;0;0
"Cork Suburbs 18/317";"10 - 14 years";10;10;0;0;0;0;5;5;0;0;0;0
"Cork Suburbs 18/317";"15 - 19 years";9;9;0;0;0;0;12;12;0;0;0;0
"Cork Suburbs 18/317";"20 - 24 years";82;81;1;0;0;0;110;108;1;1;0;0
"Cork Suburbs 18/317";"25 - 29 years";145;134;11;0;0;0;157;144;13;0;0;0
"Cork Suburbs 18/317";"30 - 34 years";51;39;12;0;0;0;57;45;12;0;0;0
"Cork Suburbs 18/317";"35 - 39 years";31;15;16;0;0;0;27;12;13;0;2;0
"Cork Suburbs 18/317";"40 - 44 years";12;2;8;0;1;1;12;6;5;1;0;0
"Cork Suburbs 18/317";"45 - 49 years";9;1;7;0;1;0;10;9;0;0;1;0
"Cork Suburbs 18/317";"50 - 54 years";4;0;4;0;0;0;10;4;5;0;0;1
"Cork Suburbs 18/317";"55 - 59 years";1;0;0;1;0;0;0;0;0;0;0;0
"Cork Suburbs 18/317";"60 - 64 years";5;1;3;1;0;0;4;0;4;0;0;0
"Cork Suburbs 18/317";"65 - 69 years";2;0;2;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/317";"70 - 74 years";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/317";"75 - 79 years";1;0;1;0;0;0;4;1;1;0;0;2
"Cork Suburbs 18/317";"80 - 84 years";1;0;0;0;0;1;0;0;0;0;0;0
"Cork Suburbs 18/317";"85 years and over";0;0;0;0;0;0;1;1;0;0;0;0
"Cork Suburbs 18/322";"0 - 4 years";56;56;0;0;0;0;45;45;0;0;0;0
"Cork Suburbs 18/322";"5 - 9 years";43;43;0;0;0;0;40;40;0;0;0;0
"Cork Suburbs 18/322";"10 - 14 years";37;37;0;0;0;0;29;29;0;0;0;0
"Cork Suburbs 18/322";"15 - 19 years";33;33;0;0;0;0;32;32;0;0;0;0
"Cork Suburbs 18/322";"20 - 24 years";38;38;0;0;0;0;37;35;1;0;0;1
"Cork Suburbs 18/322";"25 - 29 years";39;38;1;0;0;0;29;24;4;1;0;0
"Cork Suburbs 18/322";"30 - 34 years";40;15;24;0;1;0;42;15;27;0;0;0
"Cork Suburbs 18/322";"35 - 39 years";42;6;33;2;1;0;42;4;35;1;2;0
"Cork Suburbs 18/322";"40 - 44 years";42;8;31;1;2;0;49;5;43;1;0;0
"Cork Suburbs 18/322";"45 - 49 years";31;3;24;3;0;1;34;3;23;5;3;0
"Cork Suburbs 18/322";"50 - 54 years";39;3;32;1;2;1;34;2;28;0;0;4
"Cork Suburbs 18/322";"55 - 59 years";44;6;35;2;1;0;46;4;38;1;0;3
"Cork Suburbs 18/322";"60 - 64 years";33;0;31;1;0;1;32;1;29;2;0;0
"Cork Suburbs 18/322";"65 - 69 years";30;0;26;1;0;3;21;0;15;0;0;6
"Cork Suburbs 18/322";"70 - 74 years";14;0;13;1;0;0;13;0;10;0;0;3
"Cork Suburbs 18/322";"75 - 79 years";14;2;10;0;0;2;18;1;5;0;0;12
"Cork Suburbs 18/322";"80 - 84 years";2;1;1;0;0;0;8;0;3;1;0;4
"Cork Suburbs 18/322";"85 years and over";3;1;1;0;0;1;3;0;0;0;0;3
"Cork Suburbs 18/339";"0 - 4 years";55;55;0;0;0;0;36;36;0;0;0;0
"Cork Suburbs 18/339";"5 - 9 years";25;25;0;0;0;0;31;31;0;0;0;0
"Cork Suburbs 18/339";"10 - 14 years";22;22;0;0;0;0;19;19;0;0;0;0
"Cork Suburbs 18/339";"15 - 19 years";22;22;0;0;0;0;28;28;0;0;0;0
"Cork Suburbs 18/339";"20 - 24 years";51;50;1;0;0;0;59;54;5;0;0;0
"Cork Suburbs 18/339";"25 - 29 years";59;44;15;0;0;0;82;61;19;1;1;0
"Cork Suburbs 18/339";"30 - 34 years";57;32;23;0;2;0;63;32;30;1;0;0
"Cork Suburbs 18/339";"35 - 39 years";24;8;14;1;1;0;21;11;9;0;1;0
"Cork Suburbs 18/339";"40 - 44 years";23;3;16;2;1;1;25;3;20;1;1;0
"Cork Suburbs 18/339";"45 - 49 years";32;1;27;0;3;1;27;3;21;0;2;1
"Cork Suburbs 18/339";"50 - 54 years";29;1;25;2;1;0;27;2;23;2;0;0
"Cork Suburbs 18/339";"55 - 59 years";29;3;24;2;0;0;22;2;17;2;0;1
"Cork Suburbs 18/339";"60 - 64 years";10;1;8;1;0;0;11;0;9;0;0;2
"Cork Suburbs 18/339";"65 - 69 years";5;0;3;0;0;2;2;0;0;0;0;2
"Cork Suburbs 18/339";"70 - 74 years";2;2;0;0;0;0;1;0;0;0;0;1
"Cork Suburbs 18/339";"75 - 79 years";0;0;0;0;0;0;7;0;1;0;0;6
"Cork Suburbs 18/339";"80 - 84 years";3;0;2;0;0;1;13;3;2;0;0;8
"Cork Suburbs 18/339";"85 years and over";2;1;1;0;0;0;8;2;0;0;0;6
"Cork Suburbs 18/340";"0 - 4 years";23;23;0;0;0;0;25;25;0;0;0;0
"Cork Suburbs 18/340";"5 - 9 years";13;13;0;0;0;0;10;10;0;0;0;0
"Cork Suburbs 18/340";"10 - 14 years";11;11;0;0;0;0;13;13;0;0;0;0
"Cork Suburbs 18/340";"15 - 19 years";9;9;0;0;0;0;19;19;0;0;0;0
"Cork Suburbs 18/340";"20 - 24 years";57;55;2;0;0;0;51;49;2;0;0;0
"Cork Suburbs 18/340";"25 - 29 years";84;69;14;1;0;0;73;49;22;2;0;0
"Cork Suburbs 18/340";"30 - 34 years";64;37;26;1;0;0;42;27;13;1;1;0
"Cork Suburbs 18/340";"35 - 39 years";32;15;13;2;2;0;17;7;9;0;0;1
"Cork Suburbs 18/340";"40 - 44 years";26;10;13;2;1;0;17;7;6;4;0;0
"Cork Suburbs 18/340";"45 - 49 years";12;4;7;1;0;0;14;8;3;3;0;0
"Cork Suburbs 18/340";"50 - 54 years";8;3;3;0;1;1;17;8;6;2;1;0
"Cork Suburbs 18/340";"55 - 59 years";7;2;5;0;0;0;6;2;3;1;0;0
"Cork Suburbs 18/340";"60 - 64 years";5;1;4;0;0;0;5;5;0;0;0;0
"Cork Suburbs 18/340";"65 - 69 years";1;1;0;0;0;0;6;2;2;0;0;2
"Cork Suburbs 18/340";"70 - 74 years";1;0;1;0;0;0;2;0;1;0;0;1
"Cork Suburbs 18/340";"75 - 79 years";1;0;1;0;0;0;1;1;0;0;0;0
"Cork Suburbs 18/340";"80 - 84 years";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/340";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/341";"0 - 4 years";35;35;0;0;0;0;30;30;0;0;0;0
"Cork Suburbs 18/341";"5 - 9 years";23;23;0;0;0;0;26;26;0;0;0;0
"Cork Suburbs 18/341";"10 - 14 years";24;24;0;0;0;0;13;13;0;0;0;0
"Cork Suburbs 18/341";"15 - 19 years";10;10;0;0;0;0;12;11;1;0;0;0
"Cork Suburbs 18/341";"20 - 24 years";35;31;4;0;0;0;53;49;4;0;0;0
"Cork Suburbs 18/341";"25 - 29 years";74;59;14;0;1;0;103;76;27;0;0;0
"Cork Suburbs 18/341";"30 - 34 years";76;37;38;0;0;1;104;60;40;0;4;0
"Cork Suburbs 18/341";"35 - 39 years";36;11;24;1;0;0;39;24;13;1;1;0
"Cork Suburbs 18/341";"40 - 44 years";21;5;14;1;1;0;30;11;15;3;1;0
"Cork Suburbs 18/341";"45 - 49 years";25;2;19;3;0;1;15;5;9;1;0;0
"Cork Suburbs 18/341";"50 - 54 years";8;1;7;0;0;0;9;1;7;0;0;1
"Cork Suburbs 18/341";"55 - 59 years";11;1;9;1;0;0;9;0;8;0;1;0
"Cork Suburbs 18/341";"60 - 64 years";2;0;2;0;0;0;6;0;4;0;0;2
"Cork Suburbs 18/341";"65 - 69 years";2;0;2;0;0;0;5;0;2;0;0;3
"Cork Suburbs 18/341";"70 - 74 years";2;0;2;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/341";"75 - 79 years";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/341";"80 - 84 years";1;0;1;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/341";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/343";"0 - 4 years";49;49;0;0;0;0;44;44;0;0;0;0
"Cork Suburbs 18/343";"5 - 9 years";25;25;0;0;0;0;32;32;0;0;0;0
"Cork Suburbs 18/343";"10 - 14 years";10;10;0;0;0;0;20;20;0;0;0;0
"Cork Suburbs 18/343";"15 - 19 years";6;6;0;0;0;0;11;11;0;0;0;0
"Cork Suburbs 18/343";"20 - 24 years";16;16;0;0;0;0;26;25;1;0;0;0
"Cork Suburbs 18/343";"25 - 29 years";52;42;10;0;0;0;53;40;11;0;2;0
"Cork Suburbs 18/343";"30 - 34 years";57;28;29;0;0;0;70;28;40;1;1;0
"Cork Suburbs 18/343";"35 - 39 years";44;8;35;0;0;1;46;6;39;1;0;0
"Cork Suburbs 18/343";"40 - 44 years";40;8;31;1;0;0;26;5;17;2;1;1
"Cork Suburbs 18/343";"45 - 49 years";14;3;6;2;3;0;17;2;10;3;2;0
"Cork Suburbs 18/343";"50 - 54 years";9;2;6;1;0;0;6;1;5;0;0;0
"Cork Suburbs 18/343";"55 - 59 years";9;3;5;1;0;0;8;1;5;1;1;0
"Cork Suburbs 18/343";"60 - 64 years";5;0;3;0;0;2;4;1;2;0;0;1
"Cork Suburbs 18/343";"65 - 69 years";4;2;2;0;0;0;5;0;2;1;0;2
"Cork Suburbs 18/343";"70 - 74 years";1;0;1;0;0;0;2;0;2;0;0;0
"Cork Suburbs 18/343";"75 - 79 years";2;0;2;0;0;0;1;1;0;0;0;0
"Cork Suburbs 18/343";"80 - 84 years";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/343";"85 years and over";0;0;0;0;0;0;1;0;0;0;0;1
"Cork Suburbs 18/344";"0 - 4 years";30;30;0;0;0;0;38;38;0;0;0;0
"Cork Suburbs 18/344";"5 - 9 years";30;30;0;0;0;0;16;16;0;0;0;0
"Cork Suburbs 18/344";"10 - 14 years";16;16;0;0;0;0;19;19;0;0;0;0
"Cork Suburbs 18/344";"15 - 19 years";17;17;0;0;0;0;26;24;2;0;0;0
"Cork Suburbs 18/344";"20 - 24 years";17;15;2;0;0;0;31;28;3;0;0;0
"Cork Suburbs 18/344";"25 - 29 years";63;54;9;0;0;0;63;46;17;0;0;0
"Cork Suburbs 18/344";"30 - 34 years";66;32;30;1;2;1;54;26;27;1;0;0
"Cork Suburbs 18/344";"35 - 39 years";28;7;20;0;1;0;30;3;26;0;0;1
"Cork Suburbs 18/344";"40 - 44 years";34;2;27;2;3;0;32;8;20;0;3;1
"Cork Suburbs 18/344";"45 - 49 years";21;2;14;1;3;1;15;2;11;0;2;0
"Cork Suburbs 18/344";"50 - 54 years";21;2;15;3;1;0;26;5;17;4;0;0
"Cork Suburbs 18/344";"55 - 59 years";11;1;10;0;0;0;9;0;5;1;2;1
"Cork Suburbs 18/344";"60 - 64 years";5;0;2;1;0;2;8;2;3;1;0;2
"Cork Suburbs 18/344";"65 - 69 years";6;2;1;1;1;1;5;0;1;1;0;3
"Cork Suburbs 18/344";"70 - 74 years";11;5;5;0;0;1;14;1;7;2;0;4
"Cork Suburbs 18/344";"75 - 79 years";4;1;3;0;0;0;11;2;3;0;0;6
"Cork Suburbs 18/344";"80 - 84 years";5;1;4;0;0;0;7;1;1;0;0;5
"Cork Suburbs 18/344";"85 years and over";1;0;1;0;0;0;3;0;1;0;0;2
"Cork Suburbs 18/345";"0 - 4 years";44;44;0;0;0;0;56;56;0;0;0;0
"Cork Suburbs 18/345";"5 - 9 years";71;71;0;0;0;0;65;65;0;0;0;0
"Cork Suburbs 18/345";"10 - 14 years";65;65;0;0;0;0;65;65;0;0;0;0
"Cork Suburbs 18/345";"15 - 19 years";39;39;0;0;0;0;31;31;0;0;0;0
"Cork Suburbs 18/345";"20 - 24 years";31;28;3;0;0;0;35;33;2;0;0;0
"Cork Suburbs 18/345";"25 - 29 years";38;31;5;0;1;1;44;37;6;1;0;0
"Cork Suburbs 18/345";"30 - 34 years";61;42;18;0;1;0;63;41;19;2;1;0
"Cork Suburbs 18/345";"35 - 39 years";56;17;33;3;3;0;72;19;45;5;2;1
"Cork Suburbs 18/345";"40 - 44 years";55;9;42;2;1;1;69;11;51;4;3;0
"Cork Suburbs 18/345";"45 - 49 years";49;2;43;3;1;0;44;7;32;4;1;0
"Cork Suburbs 18/345";"50 - 54 years";22;1;18;2;1;0;30;7;17;2;3;1
"Cork Suburbs 18/345";"55 - 59 years";10;0;9;0;1;0;10;5;3;1;0;1
"Cork Suburbs 18/345";"60 - 64 years";3;1;2;0;0;0;6;0;5;0;0;1
"Cork Suburbs 18/345";"65 - 69 years";9;1;8;0;0;0;8;1;3;0;0;4
"Cork Suburbs 18/345";"70 - 74 years";2;0;2;0;0;0;4;1;2;0;0;1
"Cork Suburbs 18/345";"75 - 79 years";0;0;0;0;0;0;1;0;1;0;0;0
"Cork Suburbs 18/345";"80 - 84 years";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/345";"85 years and over";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/346";"0 - 4 years";29;29;0;0;0;0;25;25;0;0;0;0
"Cork Suburbs 18/346";"5 - 9 years";13;13;0;0;0;0;19;19;0;0;0;0
"Cork Suburbs 18/346";"10 - 14 years";12;12;0;0;0;0;8;8;0;0;0;0
"Cork Suburbs 18/346";"15 - 19 years";3;3;0;0;0;0;7;7;0;0;0;0
"Cork Suburbs 18/346";"20 - 24 years";22;22;0;0;0;0;28;26;2;0;0;0
"Cork Suburbs 18/346";"25 - 29 years";56;51;5;0;0;0;73;60;12;1;0;0
"Cork Suburbs 18/346";"30 - 34 years";64;37;26;0;1;0;57;26;28;2;1;0
"Cork Suburbs 18/346";"35 - 39 years";35;12;21;1;0;1;32;14;18;0;0;0
"Cork Suburbs 18/346";"40 - 44 years";25;4;17;2;2;0;21;7;11;2;1;0
"Cork Suburbs 18/346";"45 - 49 years";16;2;6;5;3;0;10;2;6;1;1;0
"Cork Suburbs 18/346";"50 - 54 years";3;0;3;0;0;0;7;2;4;0;1;0
"Cork Suburbs 18/346";"55 - 59 years";5;2;3;0;0;0;4;2;0;2;0;0
"Cork Suburbs 18/346";"60 - 64 years";0;0;0;0;0;0;1;0;1;0;0;0
"Cork Suburbs 18/346";"65 - 69 years";3;0;1;2;0;0;3;1;1;0;0;1
"Cork Suburbs 18/346";"70 - 74 years";2;0;1;1;0;0;1;0;0;1;0;0
"Cork Suburbs 18/346";"75 - 79 years";0;0;0;0;0;0;0;0;0;0;0;0
"Cork Suburbs 18/346";"80 - 84 years";0;0;0;0;0;0;0;0;0;0;0;0
